i think you need to be in the hospital .	我想你需要醫院的醫院 。
paul's oncologist tailored his chemo so he could continue working as a neurosurgeon , which initially we thought was totally impossible .	物理學家在他的神經學中 , 讓他的神經元放進來 , 即使我們認為 , 我們會認為我們認為 , 我們真的很可思想 。
at 10 , 000 dollars a megabyte , i don't think anyone in this room would be interested in buying this thing , except maybe as a collector's item .	五萬美元 , 一千美元 , 我不認為我不想 , 我不想買這個房子 , 也許我會買這個房子 , 可能是一群的 。
and i asked the manager to point out five of your fastest producers , and then i went and looked at each one of them for about 15 or 20 minutes , and picked this one woman .	我問你 , 五分鐘 , 更快 , 然後 , 然後我問他們 , 每分鐘 , 每分鐘 , 每分鐘 , 一分鐘 , 一分鐘 , 一分鐘 , 我問他們 , 一個男人 。
i know ! i'm going to get vacuums and furnaces and drag stuff out of the ground and get things hot and poison and pollute . . .	我知道 , 我要把大氣體放到海底 , 拿到土地 , 到地面上 , 到海岸 。
they have a focus to solve really big problems , like hunger , but they'll never get the same support that we give national hungerfighting organizations and food banks .	他們有一開始解決大問題 , 像是很大的問題 , 但他們不需要同樣的問題 , 和國家的組織 。
ask yourselves this: how can 50 percent of the american population be financially illiterate in a nation driven by financial prosperity ?	問你 , 美國 , 50%的人口 , 尤其是美國人工業的 , 尤其是如何運作的 。
goretex is all about personal accountability of their management and their employees , to the point where they really kind of shun the idea of bosses .	一步是 , 每個人的能力 , 不論他們的能力 , 不論他們在哪裡 , 他們真的真的很有意見的觀念 。
and what i would like us to do is put africa in the computer , and come up with a new kind of computer that will generate thought , imagination , be creative and things like that .	我會像我們在非洲的電腦上 , 來做什麼 , 來 , 我會用新電腦 , 來思考 , 我會是創造的 , 如同事 。
four years ago , a security researcher , or , as most people would call it , a hacker , found a way to literally make atms throw money at him .	四年前 , 一個研究者 , 或最初的研究 , 人們會說 , 大部分人會被告知 。
and we practiced advanced techniques like skywalking , where you can move from tree to tree through space , rather like spiderman .	我們在一棵樹木上 , 像是樹木的樹木 , 像樹樹 , 可以從樹上 , 到樹上 , 樹上 , 和樹木 。
this is the decision to change a system that is broken , and that we have unwittingly but willingly allowed ourselves to profit from and benefit from for too long .	這決定要改變一個系統 , 我們的決定是 , 我們必須改變自己 , 但 , 我們也能從來 , 即使自己更久的改變 , 即使得更久 。
i want to talk to you about the power of stories , of course , but i also want to talk about their limitations , particularly for those of us who are interested in social justice .	我想要談的是你的故事 , 當然 , 我也也想說 , 但 , 我也想說他們 , 特別是社會的 , 特別是社群 。
so now , this type of bleed is incredibly traumatic , and like i said before , would actually take five minutes or more with pressure to be able to stop .	所以 , 這類型的物種是非常複雜的 , 如我說 , 我會說 , 大約五分鐘 , 或許我可以停止 。
so one squared is one , two squared is four , three squared is nine , five squared is 25 , and so on .	其中一個平均 , 兩分之三 , 三分之三 , 三分之三 , 三分之二 , 三分之二 , 三分之二 。
i was so excited to be reading that i read everything i could get my hands on: candy wrappers , clothing logos , street signs , everything .	我很興奮 , 我可以閱讀我的一切 , 我可以閱讀我的一切:我可以閱讀 , 和街上 , 所有街上 , 都很興奮 , 都很興奮 。
one evening while i was at home , i get a call from the er , or the emergency room , from a city which is some 200 kilometers away from where i live .	即使我在家裡 , 我在家裡 , 到200年間 , 或200年間 , 一間房間 , 到200年 , 我住在哪裡 , 我住在哪裡 。
so i can be somebody that can look at this in a totally fresh perspective and see if i can optimize it in its most idealistic fashion .	所以 , 我可以看這個人可以看這個人 , 如果我能看到這個觀點 , 如果我能看到最好的觀念 。
a few hours before the regime cut off the internet and telecommunications , i was walking in a dark street in cairo , around midnight .	幾小時 , 在網路上 , 在網路上 , 網路上 , 我在街上 , 我走了黑暗 , 我在街上 。
if we rely on philanthropic dollars alone to fund marine protection , we might get a small marineprotected area here , another little one there .	如果我們很快地在海底下 , 即使我們能保護一個小兒 , 我們可能有一小的食物 , 可能有一小的小小 , 可能是另一個小的 。
to combat it , we spray pesticides that do grave damage to other species , including amphibians and birds .	舉例來說 , 這張圖片 , 我們把另一種植植植植入其他物種種種種種種種類型 , 和其他其他的物種 。
so this time signature here tells us that there are four quarter notes in each bar , one , two , three , four ; one , two , three , four , and so on .	所以 , 這段時間告訴我們有四個字 , 只有四個字 , 每三、四、四、四、四、四、四、四、四、四、四、四、四、四、四、四、四、四、四、四、四、四、四個、
so as a matter of fact , we are required to bring down our second stage after every mission so it doesn't end up being a rocket carcass orbiting earth .	所以 , 例如 , 我們需要第二個階段 , 每次 , 每次 , 我們不停下來 , 直到地球上 。
will it work ? or will something happen that we can't understand and we can't fix , thereby negating the concept of manmade biospheres ?	它會發生什麼 ? 或我們能了解 , 我們能了解 , 我們能了解生物、生物、生物、生物、生物、生物的生物 ?
it’s almost always advantageous for a female to continue reproducing , even if she also cares for her existing children and grandchildren .	幾乎 , 幾乎幾乎幾乎都總是被迫迫迫迫 , 即使她在健康中 , 即使她生存活下來 , 即使她說 , 即使她生存活 。
in 1976 , where there was a whole movement to get nasa to photograph that area because people thought this was monumental architecture made by martians .	在197年 , 有一場 , 有一部分 , 有一部分 , 因為這個建築師認為 , 因為建築師是建築師 , 因為建築師的建築師 , 由於建築 。
i did love some great designs as i was growing up: the hp 35s calculator god , i loved that thing . oh god , i wish i had one .	我愛一些很棒的設計師 , 很棒的設計 , 第五個設計師 , 我愛上上帝 , 我的愛 , 喔 , 我很愛 。
this is the first experiment that we did eight yearold boy on your right teaching his student , a six yearold girl , and he was teaching her how to browse .	這是第一個實驗 , 我們做了四歲的實驗 , 六歲的學生 , 六歲的孩子 , 他是老師 , 他是如何教她 。
all of a sudden , congress taps you on the shoulder and says , " no , no , no , no , no , you can't do that . "	一開始 , 所有人會說 , 都不論你應該說: 「 不 , 不 , 不 , 你不能做 , 你不能做 。 」
while these models are inspired and guided by many scientific experiments , there are very few objective experiments to directly test them , yet .	雖然這些模型在許多實驗中 , 在許多實驗中 , 有些實驗中有一些實驗實驗 , 很少的實驗 , 但有一些實驗 。
and he didn’t know it at the time , but over the next five decades , he'd draw on these dueling identities to forge a whole new way to think about pain .	他不知道它在接下來幾十年後 , 但接下來 , 五十年 , 幾十年後 , 他不論了 , 我覺得這一部分 , 我不想想 , 我覺得這一切是新的痛苦 。
but in 2012 , scientists figured out how to hijack crispr to target not just viral dna , but any dna in almost any organism .	但在2012年 , 科學家發現 , 例如同性戀戀戀戀戀戀戀戀戀 , 但不如同性戀戀 , 幾乎沒有人體制 。
in talking , you use very fine movements of the ribcage to squeeze the air out and in fact , we're the only animals that can do this .	在說 , 你用非常強化的力量 , 用氣候變變 , 實際上 , 我們只能做這些動物 , 只能做這個動物 。
you might mistake a person far away for someone else , or you're sure you're about to catch a flyball , and it hits the ground in front of you .	你可能不錯了 , 即使你不確定 , 不確定你不確定 , 不確定你在地面上 , 你就會在地面前面上 。
so in the first case , london , well , i could fork over some money , fly to spain , get some sun undo the damage , if i got into a funk .	首先 , 第一個案例來說 , 嗯 , 嗯 , 我可以用一些錢 , 來 , 如果我把太陽帶到一塊 , 再回來 。
prisoners five through nine are each looking for an odd number of black hats , which they see , so they figure out that their hats are white .	第五個人在看 , 每個人都看了五個黑人 , 他們看到黑人 , 黑人的黑人是白人的白人 。
we go live with them in the winter because what they do in the winter , and their access to healthcare , and how much they socialize , is very different than in the summer .	我們在他們生活中 , 因為他們住在水裡 , 因為他們能做什麼 , 如何健康健康 , 更有多多多的社會 , 更有不同 , 更不同 。
commerce is ancient . markets are very old . capitalism is fairly recent ; socialism emerged as a reaction to that .	國際市場是一名市場的市場 , 非常老的市場 , 很少於社會主義者 , 包括社會主義者 。
we need your help in celebrating our vulnerability and being patient with us as we make this very , very long journey from our heads to our hearts .	我們需要幫助你的病人 , 我們需要幫助病人和病人和病人 , 更久的病人 , 很久的心臟 , 從我們的心臟 。
but i must say that requests are pouring in , not only from around the united states but from other countries , people who want to start fire drill fridays .	但 , 我必須說 , 美國的國家是美國 , 不僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅是一週的國家 。
the problem with this algae is that it is a threat to salmon , to trout and the river ecosystems it invades .	問題和這句話是 , 它是一組成的 , 以後面臨 , 將它轉化 。
and when i lost my energy for a moment and i did from time to time , it wasn't easy i went back to why i decided to run , and how i had decided to run my own race .	當我失去了一刻 , 我失去了時間 , 我也沒有時間 , 我決定要去去 , 我決定要如何 , 我決定要如何 , 我決定要如何去 。
one hundred died from syphilis complications , forty wives were infected and 10 children were born with congenital syphilis .	一百分之百分之百分之百分之數數數數百分之十十十五個小孩 , 以生生生生生生生生生存 。
you see , as far as we can tell , earth is the only planet in our solar system known to have sparked life , and the only system able to provide life support for human beings .	如今 , 即使我們能告訴地球 , 地球的地球系統 , 只有地球的系統 , 只能幫助人類的系統 。
i cannot say i didn't know these things , but i was distracted creating a future in which we could live on mars , even as you struggled down here on earth .	我不能說 , 我不知道這些東西 , 我不知道這些東西 , 即使我們生活在地球上 , 即使你在地球上 , 即使你在地球上 , 甚至在地球上 。
so when i get invited to an event like this , i'm sure that all of you expect me to get up here and say , " games are awesome for your children . "	所以 , 當我在ted時 , 即使我來說 , 我相信你們 , 我希望你們會說: 「 嗯 , 我會說: 「 你是你的孩子 。 」
five or six hours before our presentation , a senior colleague pulled us aside and sat down and gave us a frontseat view of what had happened all week .	五個小時 , 在我們的同事中 , 我們的同事 , 一週 , 一週 , 一週 , 一週週 , 一週 , 一週 , 一週 。
and the central , but not allimportant , role of competition and survival of the fittest shrinks just a little bit to make room .	最近 , 不論 , 但不論 , 不論 , 不論是一間間間房間 , 每一小房間 , 只是一間房間 。
so if you dig below the headlines , though , you'll see that the people were far ahead of the press , far ahead of the politicians .	所以如果你在網路上 , 雖然你可以看到 , 雖然 , 人們看到了大量的巨大 , 雖然是大屠殺的 。
now , westerners always assume that multiparty election with universal suffrage is the only source of political legitimacy .	現在 , 我們常常常常常常常常常和平等的同事 , 不僅僅是政治權利的權利 。
first , this outer layer is one of the naturally charged , highly hydrated polysaccharides that resides in our body .	首先 , 這首先 , 一個自然的自然 , 高度是高度的 , 高度是我們的身體 。
each question , there's a possible answer between zero and a hundred , and at the end of the quiz , you get an overall score between zero and a hundred .	每個問題 , 有一百個答案 , 一百分 , 最後 , 最後 , 一百分之百分 , 一百分之百分 。
and this is a shield bug that charles darwin brought back from australia on the hms beagle in 1836 .	這張照片是阿拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉的1833年 。
another rock came into the earth's atmosphere and this one blew up above the ground , several miles up above the surface of the earth .	另一顆星球 , 地球上 , 一顆星球 , 一顆星球 , 地球上 , 地球上 , 地球上上 , 地球上上 。
she'd make this kind of , like , wall of tofu cooking , and it would confuse the customers , because they all thought it was a restaurant .	她是這樣 , 像這樣的 , 牆上 , 牆上 , 牆壁 , 因為它們會想 , 因為它們會想 , 因為它們會想 , 因為它們會想 。
so it's a new reality , and these old , sort of hierarchical ways to think about things , they're increasingly coming under pressure in this reality .	所以 , 一個新的現實 , 這些故事 , 看起來像他們認為 , 他們會想到 , 他們認為他們在現實中 , 他們在現實中在現實中 , 卻在現實中 。
we don't start this revolution with picket fences or protests or by demanding our current politicians to be changed into robots .	我們不開始在這個革命中 , 我們不開始用這個方法 , 或我們目前所改變的機器人 , 讓機器人改變我們的機器人改變 。
the most commonly prescribed ones prevent the viral genome from being copied and incorporated into a host cell's dna .	最常見的最常常常見的最常常見 , 由於一系列列列的細胞 。
as a legal scholar , i've also studied how lawmakers , not biologists , have invented the legal definitions of races .	如法律 , 我的選擇 , 我也在法律師 , 我也沒有發明了法律的法律 , 創造了法律 。
so now you may be wondering , how is it that these atoms that were generated in such extreme conditions ultimately took residence in our body ?	所以 , 你可能是很棒 , 它是如何產生的 , 這是我們的身體產生的影響 , 非常複雜的影響 ?
so , you're living through a time when virtually half of humanity's intellectual , social and spiritual legacy is being allowed to slip away .	所以 , 當你在一半的時間 , 每一半人住在社會中 , 一半的社群 , 人們會被迫迫迫 。
it's really too boring whether you feel like this or like that , or what , you know and the more you focus on how you feel , by the way , the worse it gets .	真的太太太多 , 不管你覺得 , 像是這樣 , 或你會覺得 , 你覺得你會覺得 , 你會覺得它會變得更糟糕 。
you see , i assumed that this was a modern roof that had been put on because the original was destroyed in some longpast war .	看 , 如我在這個星球上 , 我看到了一路 , 因為那是很久的 , 雖然很久 。
i was describing this in berlin once , and the next day in the newspaper the headline said , " i am the queen of england . "	我的確是 , 一天 , 一天 , 一天 , 一天 , 我說: 「 我是網路的 。 」
she fends off other losing queens and the defending nest’s workers , fighting her way to the top of the brood pile .	她的另一種 , 另一種 , 讓她一起工作 , 讓她一起工作 , 讓她一起工作 , 讓她帶著 。
i was seeing myself not from my perspective , but vividly and continuously from the perspective of other people's responses to me .	我看到自己 , 不見我不見我 , 雖然 , 雖然我從其他的角度來看 , 其他人 , 和其他的觀點 。
but the future beckons us on with limitless possibilities to recreate , reshape and remake our destinies .	但未來的未來是 , 不論我們和不論的 , 不論是 , 不論我們的 , 和我們所謂的 。
people like robin aren't seeking out medical marijuana because they think it's a wonder drug , or because they think it's entirely riskfree .	人們喜歡醫師 , 很喜歡的醫師 , 因為他們認為它是很棒的 , 因為他們認為 , 因為它們是一致命的風險 。
we have imagined products ; for example , this one: we imagined a bioinspired bandaid , where we took the glue off the bandaid .	我們能想像產品 , 例如 , 一個生物 , 一個生物 , 一個生物 , 我們能想像一下 。
and now we're embarking on that second horizon: building the software to help companies identify and remove this content .	現在 , 我們在第二個大樓上 , 一棟建築物:建築師 , 所以我幫助這個公司 , 所以我幫助這個公司 , 幫助這個公司 , 來幫助這個公司 。
except , in reality , the way the industry sold yogurt was to convert it to something much more akin to ice cream .	在現實中 , 現實中 , 即使我說 , 即使它說 , 更加入 , 更加入 。
they're littler computers , so the onechip computers , i began to program onechip computers and make objects out of p . c . boards , leds .	他們是小電腦 , 一個小電腦 , 我開始一個電腦 , 我開始設計一個電腦 , 一台電腦 。
people who don't have neighbors of a different race are about twice as likely to oppose interracial marriage as people who do .	人們不需要不同 , 不論是不同的不同 , 人們不喜歡的平衡 , 像人交交交交交通的人 。
we can't tell you how many communications we're intercepting around the world , because to tell you that would be to invade your privacy .	我們不能告訴各位 , 許多人際際網路 , 因為我們在世界各地 , 因為你會說 , 因為你會告訴你 。
so his algorithm essentially tells these robots how to autonomously build cubic structures from trusslike elements .	他的演算法 , 他告訴這些機器人如何說這些機器人 , 如何創造出自動的結構 。
for the first time in the united states , a predominantly white group of voters voted for an africanamerican candidate for president .	首先 , 在美國 , 在美國 , 一個黑人的白人 , 例如非洲人 , 例如非洲 , 例如 , 例如非洲 。
it also gave the u . s . monetary authorities the right to monitor any dollar transaction taking place anywhere in the world .	同時 , 它也給任何人 , 即使任何人工程 , 只要任何地方 , 任何地方 , 任何地方 , 任何地方 。
women's health became synonymous with reproduction: breasts , ovaries , uterus , pregnancy .	女性變成了健康的健康 , 女性和平衡:阿拉斯坦:阿拉斯 , 阿拉斯 , 阿拉斯 , 阿拉拉斯 , 阿拉拉斯 。
and so games , for a change , it changes how we see topics , it changes our perceptions about those people in topics , and it changes ourselves .	遊戲、改變、改變、改變、改變、改變、改變 , 改變我們如何改變這些人的改變 , 如何改變這些人 , 改變我們的改變 。
this is an experiment that was invented by a professor at [boston university] named jean berko gleason back in 1958 .	這是一個實驗的實驗 , 發明了一名名名名名名名名名名名名名名名為195年的名字 。
and the techies among you , you could really help us create a prototype public registry to demonstrate what a powerful tool this could be .	你的研究 , 你可以幫助我們 , 你真的可以幫助我們創造一個公共的公眾 , 讓這個公共的公民 , 可以創造一個強大的力量 。
and another thing for malawi , and not just malawi but other countries: the laws which are there , you know how a law is not a law until it is enforced ?	另一件事是 , 不論的 , 不是其他國家 , 不論是:你知道 , 直到法律 , 直到法律 , 直到 , 直到 。
in fact , this microorganism species that lives in the belly of a wasp , it could make a valuable sour beer better than any other species on this planet .	事實上 , 這是微生物生物生物的生物生物生物 , 它可以創造一個更好的物種 , 更好的物種 , 更好的物種 。
we took a sheet of paper with random letters , and we asked people to find pairs of letters that were identical next to each other .	我們拿了一張紙紙紙 , 來用紙紙 , 我們問人們 , 我們問他們 , 我們要找到一些人 , 我會找到另一個人 。
and the head of marketing at nike says , " people are coming to our site an average of three times a week . we don't have to go to them . "	市場上 , 市場市場說: 「 人們會說: 「 人們有三次 , 三倍 , 我們不需要三倍 。 」
to some i was martin , a vacant shell , the vegetable , deserving of harsh words , dismissal and even abuse .	一些我是白人 , 一個很酷的 , 她會被被稱為 「  」 的字母 , 即使 「 即使 」 即使一句話 , 即使是 。
so i went out , collected the duck , and before i put it in the freezer , i checked if the victim was indeed of the male sex .	所以 , 我去了 , 全部 , 把它放到它 , 我把它放到自閉症 。
and we have a couple of russian guys in our labs , and one of them mentioned , well , it ends in rus like russia .	我們有幾位在實驗室中有幾種 , 一個人工程師 , 其中一部分 , 最後 , 最後 , 最後 , 像是亞亞亞亞亞 。
mine are hebrew , yiddish , hungarian and scottish gaelic , even though i was raised in english .	伊斯是他 , 他的 , 阿拉拉斯 , 阿拉斯蘭蘭蘭 , 雖然 , 雖然 , 雖然 , 雖然 , 雖然 , 雖然是 。
and i remember how we were walking the halls at one of these companies in december 2014 , a management consultant and a team of bankers .	我記得 , 我們在20世紀的公司裡 , 一個公司在20年間 , 一間公司的公司 , 一個團隊 , 一群公司的團隊 , 一個團隊 。
and i think what disgusts me more than anything , looking back , is how the hell did i let my personal happiness get so tied up with this business thing ?	我認為 , 比我來說 , 比我看什麼 , 看我如何做什麼 , 我怎麼做的事 , 如何把這個事放棄了 ?
we can go to one of the smallest tropical countries , panama , and see also a huge range of carbon variation , from high in red to low in blue .	我們可以到一個小國家的國家 , 大型國家 , 包括一個大型的國家 , 同時 , 以綠色的綠色 , 來到藍色的綠色 。
well , as i said , we had a group of photographers that went out on board ships and actually photographed the activities in process .	如我說 , 我們有一群的照片 , 我們有一群的團隊 , 實際上 , 實際上 , 實際上 , 實際上 , 實際上 , 我們的過程中 。
so i check " black , " but i had no confidence in the results of a study that treated a critical variable so unscientifically .	所以 , 我把黑人說: 「 黑人 , 我沒有研究研究的治療治療治療 , 所以 , 不論是種種的治療 。
if we make the edges of those petals exactly right , if we control their shape , we can control diffraction , and now we have a great shadow .	如果我們把這些塑膠放放到這些材料 , 如果我們能控制它們 , 我們能控制它們 , 我們能控制它們 , 我們能控制它們 。
or it can be in today's retail , in the shopping environment lighting the merchandise and creating accents that help you to get around .	或今天 , 今天 , 今天 , 太陽能是光線 , 光線的光線 , 使你能幫助你 , 能幫助你 。
and my look to the future is , and what i want to do with this doggy stuff , is to teach people that you know , your husband's just as easy to train .	我看看未來 , 未來 , 我想要做什麼 , 我想要做這個東西 , 我知道你是誰 , 你就知道你是很簡單的 。
the startling answer to this question , ok , from these experiments , was that space is expanding at a faster rate today than it was a few billion years ago , ok .	一開始回答這個問題 , 問題從這些實驗中 , 過去幾億年前 , 今天 , 今天 , 今天 , 至少幾億年前 , 至少幾億年前 , 更快 。
i grew up in the middle of nowhere on a dirt road in rural arkansas , an hour from the nearest movie theater .	現在 , 我在中間間間間間間 , 阿拉拉拉拉拉拉拉拉斯 , 北北北北北北北部的電影 。
let me say that again: this animal is growing asexually on top of its head , progeny that is going to reproduce sexually in the next generation .	讓我說 , 再一次:這類動物成長的成長 , 即使它變成性別的性性 。
being a diplomat , then and now , is an incredible job , and i loved every minute of it i enjoyed the status of it .	雖然 , 阿拉斯 , 最後 , 一分鐘 , 每分鐘我都愛它 , 我愛了一分鐘 。
according to the world health organization , we need to average about 2 . 1 children per woman today just so we have enough people to replace the previous generation .	一個健康的組織 , 我們需要全球組織 , 我們需要2個女性 , 我們需要25年的女性 , 只需要一代 。
and then two years into the company's life , the federal government issued a proposal to build the first ever cloud database for medicaid .	兩年間公司 , 一間公司的公司 , 一個公司 , 一間公司公司 , 第一項目目目的資料 , 將我建立了第一個問題 。
now , i wish i could have shown painlevé the moment where we found biofluorescent seahorses in the exact same species that he was studying .	現在 , 我希望我能看到的痛苦 , 我們發現 , 我們發現了海洋的生物 , 同時 , 同時 , 和其他種種種種種種種 。
yet the market forces around the world have not yet thrown up a service where you can call in , pay a fee , and fight the demand for a bribe .	但 , 全世界的市場市場 , 不管你不停 , 但你可以打電話電話 , 給你 , 給大家 。
well , in both cases , the thing that is construed as being affected is expressed as the direct object , the noun after the verb .	另外 , 兩個案例來說 , 一切都被迫迫迫迫迫迫迫迫迫迫迫迫迫迫迫迫迫 。
it was so liberating , though , to face the truth that i was no longer in the last throes of middle age , that i decided to write down every single true thing i know .	實際上 , 雖然 , 雖然 , 臉上 , 直到最後 , 我決定了一歲 , 我決定要寫一個故事 。
i mean , taiwan did it so beautifully , iceland did it so beautifully , germany , all with different strategies , south korea .	意思是 , 我的意思是 , 很美麗的 , 我很美麗 , 所以 , 我和北美、南方、南方、南方、北美、北美、美洲、美洲、美洲、美麗、美麗、美麗、美麗、美麗、美
i have no doubt that our offerings will continue to grow , but it will take time , and i know a lot more people are needed to shape the future of good food .	我沒有用我們的保險 , 不需要成長 , 但它會成長 , 我會繼續成長 , 我需要更多的食物 , 更好 , 更好 。
or a small error in the measurements , he misses the valve , and that's it with no way of recovering , most of the time .	或一個小小的小小小小小小小小 , 不論是 , 不論的 , 儘管是最小的 。
at this time , i was interning at the public defender service in washington dc , and i was visiting a police station for work .	在這個時候 , 我在公公公公公公公公民 , 我在安安安安安安安安安安 , 我在工作工作 , 我在工作 。
it releases cortisol that raises your heart rate , it modulates adrenaline levels and it clouds your thinking .	它是你的心臟 , 心臟的心臟、心臟、心臟、電力、神經元、網路、網路、網路和你想想 。
i always drove motorcycles . and when i bought my first car , it shocked me that it cost three times more than my parents' house . interesting .	我總是在車車上 , 我總是吃了 , 第一次 , 第一次 , 第一次 , 我的房子更有趣 , 更有趣 。
so here are the consequences that are really quite intriguing: we're not always what seem to be , and that takes me to my next point .	所以 , 重點是 , 我們真的真的真的真的很興奮 , 我們總是總是在接下來 , 我們都都不喜歡我 , 看我 。
well they exist in the republic of kiribati , and kiribati is located in the central pacific in three island groups .	牠們存在於巴基基基基基基基基基基基基基基基基礎 , 三分之三組 , 三分之三組 。
but he waits that long to grow them as big and juicy and tasty as he can because they are the chickens' favorite form of protein .	但 , 他等於更久 , 更大的長久 , 因為他們可以說 , 因為它們是很棒的 。
and that score is the driving force behind these lightbased sculptures that serve as physical embodiments of your contribution .	這張圖是 , 在這些光線上 , 利用這些光線的光線 , 如你身體的互動 。
from their baseline when they come in , highpower people experience about a 20percent increase , and lowpower people experience about a 10percent decrease .	從它們的網絡時 , 當他們開始到20世紀的經驗 , 增加了20年的經驗 , 更低 , 十十十十五年的經驗 , 更低 。
and long before she was born , i thought about her name , and i was fascinated with a heroic legendary freedom fighter in afghanistan .	長久後 , 她以為她是一位名名名的名字 , 我覺得她是自由主義者 。
so in wildlife rescue as in life , we learn from each previous experience , and we learn from both our successes and our failures .	所以 , 在人生中 , 在我們生活中 , 我們從每個經驗中學到的經驗 , 我們學到了我們的經驗 , 和我們所學到的影響 。
what if you could sit over beer and invent the next snapchat , whatever it is , and tomorrow morning it's up and running ?	若你可以在下一間 , 最後 , 最後 , 最後 , 不管你 , 不停下來 , 下下去 , 下去 。
now , after a great run as ceo , howard stepped down in 2000 , and starbucks quickly overextended itself and stock prices fell .	在2000年 , 在2000年 , 在2000年 , 在2000個星球上 , 地球上升了 。
beyond that , though , it underscores that the women of color in stem do not experience the same set of barriers that just women or just people of color face .	雖然 , 雖然 , 雖然有顏色的顏色 , 不如同同性別的同意 , 不一樣 。
we found we could do insects , spiders , which are close , things with legs , things with legs and wings , things with legs and antennae .	我們發現 , 我們可以做法 , 和法律 , 和法律 , 和法律 , 和法律 , 和法律 , 和法律 。
ems can plausibly go from human speed up to a million times faster than human speed , and down to a billion times slower than human speed .	人類可以用人類的速度來來從人類的速度更快 , 更快 , 更快 , 更快 , 比人類更快的速度更快 。
well , what happened next electrified animal lovers across the world , because tahlequah refused to let her baby slip off into the water .	接下來 , 接下來 , 世界上最愛的動物是愛滋病的 , 因為她帶著她的水 , 把水放放到水 。
and these vaccinators , these volunteers , they have got to dive headlong into some of the toughest , densest urban slums in the world .	這種感染者 , 這些人工程師 , 牠們有一塊 , 他們有一些最糟糕的頭髮 , 讓世界上最糟糕的角度 。
the topography of the ocean floor and the shoreline modifies those motions , causing currents to speed up , slow down , or change direction .	海洋的速度 , 海洋和海豚和電流流流流流流流流行 , 以下降 , 以下降 , 或慢慢慢慢 , 或者改變 。
so the presence of the power and the bandwidth in the environment will allow all of these new technologies to converge in a manner that is just unprecedented .	所以 , 電力的力量和環境的力量 , 每次都可以用這些新技術 , 來源於這些人的環境 。
and in the general election , it's the citizens who get to vote , but in the lester election , it's the lesters who get to vote .	舉舉例來說 , 它是 , 它會被選票 , 但 , 但它會被選舉 , 但它會被選項 , 讓它更加入 。
that's what we're still trying to find answers to , and it is important to realize that there is diversity in all different species , and our ancestors are no exception .	實際上 , 我們仍然試著找到答案 , 即使我們發現 , 重要的是 , 重要的是 , 所有物種的物種 , 完全不同的物種 。
for as long as we've been communicating , there's been the layering to the narrative , the stories beneath the stories and the ones beneath those .	長久以前 , 我們一直一直一直一直一直在巴西 , 許多故事中 , 故事是故事的故事 , 故事的 , 故事是故事 。
ca: so that's a general response saying that because of his revelations , access that you had to certain types of information has been shut down , has been closed down .	克:這是一個大眾說的 , 因為他說 , 因為他可以說 , 因為他已經有多多的資訊 , 你已經在地下降了 。
let's tell the quad to come back here and let the pole drop , and i will next demonstrate the importance of understanding physical models and the workings of the physical world .	咱們說 , 咱們再回來 , 接下來 , 接下來我會說 , 接下來 , 我會了解世界的模型 , 來了解世界的模式 。
i think our mission is to reconcile , to reintegrate science and the arts , because right now , there's a schism that exists in popular culture .	我認為我們的科學是 , 經濟、科學、科學、科學、科學、科學、科學、科學、科學、科學、科學、科學、文化、文化文化的文化 。
and at the same time , the gorgeous work of takeshi ishiguro , who did these beautiful saltandpepper containers that are made of rice dough .	同時 , 同樣的事 , 去工作 , 去工作 , 這些是美麗的 , 這些是美麗的 。
it's really awesome , it's meaningful , and remember , it's a conversation , it's not a cross examination , it's not an interview .	它很棒 , 它是很棒的 , 意思是 , 它不是說話 , 它不是對話 , 不是對話 , 不是交交交交交交交談 。
and together , these elements , not only construct the form , but they also reveal behavioral relationships that may not come across through a twodimensional graph .	在一起 , 這些概念 , 不僅僅僅僅僅僅有影響 , 但 , 同時 , 同時 , 同時 , 不論是兩種類的關係 。
but i was in milan and saw this street sign , and was very happy to see that apparently this idea of minimalism has even been translated by the graffiti artist .	但 , 我看到這個街道 , 這是很棒的街道 , 很棒的觀念 , 即使這個想法很棒的觀念 , 即使是藝術家 。
so he made this thing that recognizes the cat from a chip mounted inside on the collar of the cat , and opens the door and the cat can eat the food .	所以 , 他把這個東西拿到一塊海岸 , 到海岸 , 到海岸 , 放了太陽 , 把太陽放放放到食物 。
if we can somehow encourage these molecules to talk to each other and make the right shapes and compete , they will start to form cells that will replicate and compete .	若我們能有一些細菌 , 來談這些細胞 , 讓其他細胞開始 , 他們會開始互動 , 他們會開始互動 , 就會開始改變 。
and the nature of a given cell driving its underlying biochemistry is dictated by which of these 25 , 000 genes are turned on and at what level they're turned on .	自然的基因組成了 , 微生物的基因組成是2千個基因組成的基因 , 將它們轉換成 , 將它們轉換成 。
so women , on behalf of men all over the world who feel similar to me , please forgive us for all the ways that we have not relied on your strength .	所以 , 女性在世界各地上 , 和其他其他人 , 和我一起感受 , 不論 , 不論 , 不論你 , 不論你 。
his landing triggers tiny hairs on the surface of the leaves , and the jaws of the venus fly trap snap shut around him .	他在地圖上 , 他在地面上在地面上 , 直到地面上 , 直到地面上 , 直到地面上 , 直到他周圍繞著 。
